school.id,school.name,reading.WB,reading.B,reading.At,reading.A,reading.male.WB,reading.male.B,reading.male.At,reading.male.A,reading.female.WB,reading.female.B,reading.female.At,reading.femaleA,reading.maori.WB,reading.maori.B,reading.maori.At,reading.maori.A,reading.pasifica.WB,reading.pasifica.B,reading.pasifica.At,reading.pasifica.A,writing.WB,writing.B,writing.At,writing.A,writing.male.WB,writing.male.B,writing.male.At,writing.male.A,writing.female.WB,writing.female.B,writing.female.At,writing.femaleA,writing.maori.WB,writing.maori.B,writing.maori.At,writing.maori.A,writing.pasifica.WB,writing.pasifica.B,writing.pasifica.At,writing.pasifica.A,math.WB,math.B,math.At,math.A,math.male.WB,math.male.B,math.male.At,math.male.A,math.female.WB,math.female.B,math.female.At,math.femaleA,math.maori.WB,math.maori.B,math.maori.At,math.maori.A,math.pasifica.WB,math.pasifica.B,math.pasifica.At,math.pasifica.A,X,school.name.y,decile.2007,tfea.2007,decile.2008,tfea.2008,decile.change,tfea.change,school.type,authority,local.authority,council,moe.office,electorate,name.discrepancy
2165,Eltham School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,0.566,0.39,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eltham School,4,J,3,I,-1,-1,Full Primary,State,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2168,Frankley School,0.0098,0.1275,0.3382,0.5245,0.0086,0.1638,0.3707,0.4569,0.0103,0.0928,0.2887,0.6082,0,0.0385,0.3462,0.6153,NA,NA,NA,NA,0.0657,0.2113,0.5023,0.2207,0.0862,0.3017,0.4138,0.1983,0.0426,0.0745,0.6277,0.2552,0.0385,0.1923,0.5385,0.2308,NA,NA,NA,NA,0.0282,0.2066,0.4507,0.3146,0.0172,0.181,0.431,0.3707,0.0412,0.2371,0.4742,0.2474,0.0385,0.1154,0.4615,0.3846,NA,NA,NA,NA,NA,Frankley School,9,Q,10,Z,1,1,Contributing,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2170,Hawera Intermediate,0.0816,0.2945,0.4752,0.1487,0.0929,0.3115,0.4372,0.1585,0.0688,0.275,0.5188,0.1375,0.109,0.307,0.54,0.044,NA,NA,NA,NA,0.1498,0.3832,0.3323,0.1347,0.2093,0.4302,0.2733,0.0872,0.0864,0.3333,0.3951,0.1852,0.2,0.4952,0.2475,0.0571,NA,NA,NA,NA,0.2479,0.4513,0.1858,0.115,0.2159,0.4716,0.1876,0.125,0.2822,0.4294,0.184,0.1043,0.3238,0.4667,0.1714,0.0381,NA,NA,NA,NA,NA,Hawera Intermediate,5,M,5,M,0,0,Intermediate,State,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2171,Hawera Primary School,0.132,0.203,0.345,0.32,0.198,0.189,0.349,0.264,0.055,0.209,0.341,0.395,0.228,0.263,0.316,0.193,NA,NA,NA,NA,0.132,0.213,0.589,0.066,0.217,0.217,0.519,0.047,0.033,0.209,0.67,0.088,0.193,0.298,0.491,0.018,NA,NA,NA,NA,0.091,0.249,0.416,0.244,0.132,0.226,0.406,0.236,0.044,0.308,0.428,0.22,0.228,0.263,0.316,0.193,NA,NA,NA,NA,NA,Hawera Primary School,5,M,4,L,-1,-1,Contributing,State,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2172,Highlands Intermediate,0.0427,0.1848,0.5829,0.1896,0.0634,0.2104,0.5591,0.1671,0.0175,0.1538,0.6119,0.2168,0.1121,0.215,0.6262,0.0467,NA,NA,NA,NA,0.0515,0.3015,0.503,0.1439,0.0775,0.3556,0.4519,0.115,0.0175,0.2308,0.5699,0.1818,0.1415,0.4057,0.434,0.0189,NA,NA,NA,NA,0.0585,0.2243,0.5766,0.1406,0.0778,0.2133,0.5706,0.1383,0.035,0.2378,0.5839,0.1433,0.1308,0.3925,0.4393,0.0374,NA,NA,NA,NA,NA,Highlands Intermediate,8,P,7,O,-1,-1,Intermediate,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2175,Huirangi School,0.142,0.178,0.502,0.178,0.195,0.194,0.444,0.167,0.05,0.15,0.6,0.2,0.083,0.208,0.542,0.167,NA,NA,NA,NA,0.125,0.375,0.482,0.018,0.194,0.361,0.417,0.028,0,0.4,0.6,0,0.04,0.5,0.46,0,NA,NA,NA,NA,0.089,0.411,0.446,0.054,0.084,0.444,0.389,0.083,0.1,0.35,0.55,0,0.084,0.416,0.5,0,NA,NA,NA,NA,NA,Huirangi School,4,J,2,F,-2,-4,Contributing,State,New Plymouth District,Taranaki Region,Wanganui,Taranaki-King Country,0
2177,Inglewood School,0,0.394,0.606,0,0,0.66,0.34,0,0,0.375,0.625,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4075,0.5925,0,0,0.65,0.35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3238,0.6762,0,0,0.7,0.3,0,0,0.69,0.31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inglewood School,5,M,5,M,0,0,Full Primary,State,New Plymouth District,Taranaki Region,Wanganui,Taranaki-King Country,0
2185,Makahu School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makahu School,8,P,6,N,-2,-2,Full Primary,State,Stratford District,Taranaki Region,Wanganui,Taranaki-King Country,0
2189,Mangorei School,0.02,0.23,0.46,0.29,0.02,0.28,0.45,0.25,0.02,0.17,0.48,0.33,0,0.05,0.53,0.42,NA,NA,NA,NA,0.02,0.36,0.54,0.08,0.11,0.39,0.42,0.08,0.02,0.24,0.64,0.1,0,0.32,0.68,0,NA,NA,NA,NA,0.08,0.33,0.41,0.18,0.08,0.36,0.33,0.23,0.08,0.3,0.51,0.11,0.11,0.15,0.53,0.21,NA,NA,NA,NA,NA,Mangorei School,10,Z,10,Z,0,0,Full Primary,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2197,Merrilands School,0.0857,0.1619,0.4667,0.2857,0.0862,0.1552,0.5,0.2586,0.0852,0.1702,0.4255,0.3191,0.05,0.2,0.55,0.2,NA,NA,NA,NA,0.0667,0.2381,0.4857,0.2095,0.0862,0.2414,0.4828,0.1896,0.0426,0.234,0.4894,0.234,0.05,0.1,0.7,0.15,NA,NA,NA,NA,0.0667,0.2476,0.5048,0.1809,0.069,0.2414,0.5172,0.1724,0.0639,0.2553,0.5106,0.1702,0.05,0.3,0.5,0.15,NA,NA,NA,NA,NA,Merrilands School,7,O,6,N,-1,-1,Contributing,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2198,Midhirst School,0.091,0.091,0.288,0.53,0.057,0.143,0.257,0.543,0.129,0.032,0.323,0.516,0.112,0.111,0.333,0.444,NA,NA,NA,NA,0.152,0.258,0.53,0.06,0.194,0.258,0.516,0.032,0.114,0.257,0.543,0.086,0,0.222,0.778,0,NA,NA,NA,NA,0.108,0.308,0.385,0.199,0.032,0.226,0.387,0.355,0.177,0.382,0.382,0.059,0.222,0.222,0.556,0,NA,NA,NA,NA,NA,Midhirst School,4,L,6,N,2,2,Full Primary,State,Stratford District,Taranaki Region,Wanganui,Taranaki-King Country,0
2199,Mimi School,0.0834,0.0833,0.4583,0.375,0.1154,0.0769,0.5,0.3077,0.0455,0.0909,0.4091,0.4545,0.1176,0.2353,0.2941,0.3529,NA,NA,NA,NA,0.0417,0.1042,0.8125,0.0417,0.0769,0.1154,0.8077,0,0,0.0909,0.9091,0,0.0588,0.2353,0.6471,0.0588,NA,NA,NA,NA,0.0208,0.0625,0.8125,0.1042,0.0385,0.0385,0.8462,0.0769,0,0.0909,0.7273,0.1818,0.0588,0.0588,0.7647,0.1176,NA,NA,NA,NA,NA,Mimi School,4,L,4,J,0,-2,Contributing,State,New Plymouth District,Taranaki Region,Wanganui,Taranaki-King Country,0
2203,Moturoa School,0.0886,0.1013,0.519,0.2911,0.1136,0.1364,0.5455,0.2045,0.0571,0.0571,0.4858,0.4,0.1538,0.1155,0.5769,0.1538,NA,NA,NA,NA,0.0633,0.1266,0.5316,0.2785,0.1136,0.1136,0.6819,0.0909,0.0286,0.1143,0.3429,0.5143,0.1538,0.1154,0.5769,0.1538,NA,NA,NA,NA,0.076,0.2405,0.5949,0.0886,0.1364,0.25,0.4545,0.1591,0,0.1714,0.8286,0,0.1154,0.1923,0.6154,0.0769,NA,NA,NA,NA,NA,Moturoa School,4,J,3,I,-1,-1,Contributing,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2206,Norfolk School,0.06,0.09,0.47,0.38,0.03,0.13,0.49,0.35,0.08,0.05,0.47,0.4,0.13,0.07,0.47,0.33,NA,NA,NA,NA,0.07,0.17,0.52,0.24,0.08,0.18,0.56,0.18,0.06,0.16,0.48,0.3,0.13,0.07,0.6,0.2,NA,NA,NA,NA,0.03,0.16,0.5,0.31,0.02,0.18,0.39,0.41,0.05,0.16,0.55,0.24,0.07,0.2,0.6,0.13,NA,NA,NA,NA,NA,Norfolk School,9,Q,8,P,-1,-1,Full Primary,State,New Plymouth District,Taranaki Region,Wanganui,Taranaki-King Country,0
2207,Normanby School,0,0.2196,0.3089,0.4715,0,0.2951,0.2295,0.4754,0,0.1667,0.2963,0.537,0,0.1702,0.2979,0.5319,NA,NA,NA,NA,0.0325,0.1626,0.6829,0.122,0.0328,0.1803,0.7049,0.082,0.0323,0.1452,0.6613,0.1612,0,0.1698,0.6981,0.1321,NA,NA,NA,NA,0,0.2689,0.5966,0.1345,0,0.2222,0.5556,0.2222,0,0.3913,0.5652,0.0435,0,0.3091,0.6182,0.0727,NA,NA,NA,NA,NA,Normanby School,3,G,4,L,1,5,Contributing,State,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2208,Oakura School,0.04,0.09,0.48,0.39,0.05,0.11,0.5,0.34,0.02,0.08,0.46,0.44,0.07,0.21,0.34,0.38,NA,NA,NA,NA,0.05,0.19,0.59,0.17,0.09,0.27,0.55,0.09,0.01,0.1,0.64,0.25,0.07,0.31,0.45,0.17,NA,NA,NA,NA,0.02,0.17,0.58,0.23,0.02,0.14,0.58,0.26,0.02,0.2,0.58,0.2,0.07,0.28,0.48,0.17,NA,NA,NA,NA,NA,Oakura School,10,Z,10,Z,0,0,Full Primary,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2211,Ohangai School,0.1053,0.2632,0.3158,0.3158,0.1818,0.4545,0.1818,0.1818,0,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.5,0.3,0.15,0.0833,0.6667,0.25,0,0,0.25,0.375,0.375,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.55,0.4,0,0,0.6667,0.3333,0,0.125,0.375,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohangai School,8,P,7,O,-1,-1,Contributing,State,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2215,Ongarue School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ongarue School,4,J,3,I,-1,-1,Full Primary,State,Ruapehu District,Manawatu-Wanganui Region,Hamilton,Taranaki-King Country,0
2226,Ramanui School,0.2687,0.1791,0.3134,0.2388,NA,NA,NA,NA,NA,NA,NA,NA,0.3036,0.1786,0.3214,0.1964,NA,NA,NA,NA,0.1343,0.4179,0.403,0.0448,NA,NA,NA,NA,NA,NA,NA,NA,0.1429,0.4107,0.4107,0.0357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramanui School,3,I,2,E,-1,-4,Contributing,State,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2233,St John Bosco School (New Plymouth),0.0101,0.1414,0.3939,0.4545,0.0227,0.1932,0.4432,0.3409,0,0.1,0.3545,0.5455,0.1,0.15,0.2,0.55,NA,NA,NA,NA,0.0101,0.1313,0.5354,0.3232,0.0225,0.1685,0.4944,0.3146,0,0.1009,0.5688,0.3303,0.05,0.15,0.3,0.5,NA,NA,NA,NA,0.0051,0.1364,0.5051,0.3535,0.0102,0.1531,0.5,0.3367,0,0.12,0.51,0.37,0.05,0.15,0.3,0.5,NA,NA,NA,NA,NA,St John Bosco School (New Plymouth),8,P,8,P,0,0,Contributing,State Integrated,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2235,St Joseph's School (Hawera),0.01,0.07,0.49,0.43,0.02,0.11,0.5,0.37,0,0.03,0.49,0.48,0.03,0.05,0.49,0.43,NA,NA,NA,NA,0.01,0.08,0.66,0.25,0.02,0.11,0.7,0.17,0,0.04,0.63,0.33,0.03,0.09,0.5,0.38,NA,NA,NA,NA,0.03,0.14,0.7,0.13,0.05,0.13,0.7,0.12,0.02,0.14,0.64,0.2,0.06,0.25,0.5,0.19,NA,NA,NA,NA,NA,St Joseph's School (Hawera),7,O,6,N,-1,-1,Full Primary,State Integrated,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2236,St Joseph's School (New Plymouth),0.05,0.13,0.47,0.35,0.06,0.16,0.42,0.36,0.02,0.13,0.51,0.33,0.04,0.13,0.42,0.42,NA,NA,NA,NA,0.06,0.26,0.55,0.13,0.07,0.24,0.51,0.17,0.04,0.17,0.6,0.2,0.04,0.22,0.7,0.04,NA,NA,NA,NA,0.02,0.17,0.64,0.17,0.009,0.117,0.658,0.216,0.037,0.244,0.622,0.097,0,0.08,0.67,0.25,NA,NA,NA,NA,NA,St Joseph's School (New Plymouth),6,N,7,O,1,1,Contributing,State Integrated,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2237,St Joseph's School (Opunake),0.0977,0.1128,0.4361,0.3534,0.1389,0.1806,0.3889,0.2916,0.0492,0.0328,0.4918,0.4262,0.0968,0.0968,0.4516,0.3548,NA,NA,NA,NA,0.1069,0.0763,0.4733,0.3435,0.1268,0.1408,0.5211,0.2113,0.0833,0,0.4167,0.5,0.1795,0.1026,0.5641,0.1538,NA,NA,NA,NA,0.0229,0.0687,0.4809,0.4275,0.0282,0.0423,0.5775,0.352,0.0167,0.1,0.3667,0.5166,0.0513,0.0769,0.4359,0.4359,NA,NA,NA,NA,NA,St Joseph's School (Opunake),6,N,6,N,0,0,Full Primary,State Integrated,South Taranaki District,Taranaki Region,Wanganui,Taranaki-King Country,0
2238,St Joseph's School (Stratford),0.034,0.098,0.502,0.366,0.06,0.095,0.5,0.345,0,0.09,0.517,0.393,0.04,0,0.64,0.32,NA,NA,NA,NA,0.039,0.161,0.654,0.146,0.06,0.224,0.595,0.121,0.011,0.056,0.753,0.18,0.04,0.12,0.8,0.04,NA,NA,NA,NA,0.015,0.176,0.536,0.273,0.017,0.181,0.483,0.319,0.012,0.146,0.629,0.213,0,0.16,0.68,0.16,NA,NA,NA,NA,NA,St Joseph's School (Stratford),4,J,6,N,2,4,Full Primary,State Integrated,Stratford District,Taranaki Region,Wanganui,Taranaki-King Country,0
2240,St Patrick's School (Kaponga),0,0.15,0.65,0.2,0,0,0.8,0.2,0,0.182,0.636,0.182,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15,0.8,0.05,0,0.112,0.888,0,0,0.182,0.727,0.091,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.7,0.1,0,0,1,0,0,0.364,0.454,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,St Patrick's School (Kaponga),6,N,5,M,-1,-1,Full Primary,State Integrated,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2242,St Pius X School (New Plymouth),0,0.14,0.86,0,0,0.22,0.78,0,0,0.05,0.95,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.26,0.74,0,0,0.36,0.64,0,0,0.15,0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11,0.89,0,0,0.09,0.91,0,0,0.12,0.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,St Pius X School (New Plymouth),8,P,8,P,0,0,Contributing,State Integrated,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2244,Stratford School,0.1125,0.145,0.3088,0.4337,0.145,0.1488,0.2988,0.4074,0.0738,0.1463,0.3125,0.4674,0.2481,0.18,0.2925,0.2794,NA,NA,NA,NA,0.0913,0.1975,0.44,0.2712,0.1275,0.1875,0.4213,0.2637,0.07,0.1313,0.4087,0.39,0.125,0.1563,0.5337,0.185,NA,NA,NA,NA,0.0363,0.15,0.495,0.3187,0.0525,0.2225,0.5038,0.2212,0.02,0.0988,0.6038,0.2774,0.0881,0.1606,0.5775,0.1738,NA,NA,NA,NA,NA,Stratford School,4,K,4,L,0,1,Full Primary,State,Stratford District,Taranaki Region,Wanganui,Taranaki-King Country,0
2248,Tawhiti School,0.2,0.1,0.4136,0.2864,0.24,0.1,0.39,0.27,0.1583,0.1,0.4333,0.3083,0.284,0.1235,0.3951,0.1975,NA,NA,NA,NA,0.3046,0.2636,0.35,0.0818,0.4,0.22,0.33,0.05,0.225,0.2917,0.375,0.1083,0.358,0.3333,0.2593,0.0494,NA,NA,NA,NA,0.1617,0.1919,0.4747,0.1717,0.1359,0.1942,0.4951,0.1748,0.1895,0.1895,0.4526,0.1684,0.1912,0.2206,0.4853,0.1029,NA,NA,NA,NA,NA,Tawhiti School,5,M,4,J,-1,-3,Contributing,State,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2254,Toko School,0.0472,0.1132,0.3585,0.4811,0.0806,0.0968,0.2742,0.5484,0,0.1364,0.4773,0.3864,NA,NA,NA,NA,NA,NA,NA,NA,0.0472,0.1981,0.6415,0.1132,0.0806,0.1935,0.629,0.0968,0,0.2045,0.6591,0.1364,NA,NA,NA,NA,NA,NA,NA,NA,0.0094,0.1132,0.6604,0.217,0.0162,0.129,0.6613,0.1935,0,0.0909,0.6591,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toko School,7,O,8,P,1,1,Full Primary,State,Stratford District,Taranaki Region,Wanganui,Taranaki-King Country,0
2258,Vogeltown School,0,0.1161,0.5094,0.3745,0,0.1148,0.5164,0.3689,0,0.1172,0.5034,0.3793,0,0.1273,0.6727,0.2,NA,NA,NA,NA,0,0.1686,0.6404,0.191,0,0.1804,0.6557,0.1639,0,0.1586,0.6276,0.2138,0,0.1818,0.7091,0.1091,NA,NA,NA,NA,0,0.1986,0.6173,0.1841,0,0.1311,0.5984,0.2705,0,0.2516,0.6323,0.1161,0,0.2545,0.6364,0.1091,NA,NA,NA,NA,NA,Vogeltown School,7,O,8,P,1,1,Contributing,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2260,Waitara Central School,0.06,0.17,0.29,0.48,0.05,0.26,0.655,0.035,0,0.155,0.67,0.175,0.025,0.21,0.675,0.09,NA,NA,NA,NA,0.06,0.27,0.47,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.21,0.41,0.18,NA,NA,NA,NA,0.1,0.2,0.52,0.18,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.24,0.49,0.16,NA,NA,NA,NA,NA,Waitara Central School,1,A,2,D,1,3,Contributing,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2265,West End School (New Plymouth),0.1,0.16,0.44,0.3,0.11,0.16,0.45,0.28,0.08,0.16,0.46,0.3,0.12,0.28,0.45,0.15,0.169,0.495,0.277,0.059,0.07,0.265,0.4564,0.2086,0.0828,0.3372,0.4378,0.1422,0.0347,0.2253,0.47,0.27,0.063,0.357,0.495,0.085,0.21,0.42,0.37,0,0.03,0.18,0.53,0.26,0.01,0.15,0.56,0.28,0.051,0.192,0.505,0.252,0.05,0.23,0.68,0.04,0.262,0.345,0.393,0,NA,West End School (New Plymouth),5,M,6,N,1,1,Contributing,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2266,Westown School,0.0134,0.1925,0.5455,0.2486,0.0102,0.2092,0.5816,0.199,0.0169,0.1742,0.5056,0.3033,0,0.1429,0.7143,0.1429,NA,NA,NA,NA,0.0533,0.2533,0.5413,0.152,0.0773,0.2887,0.5155,0.1186,0.0278,0.2167,0.5722,0.1833,0,0.3333,0.6,0.0667,NA,NA,NA,NA,0.0052,0.1995,0.5879,0.2073,0.0112,0.2011,0.5866,0.2011,0,0.2103,0.5692,0.2205,0,0.25,0.75,0,NA,NA,NA,NA,NA,Westown School,5,M,3,I,-2,-4,Contributing,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2268,Woodleigh School,0.07,0.28,0.35,0.3,0.09,0.3,0.29,0.32,0.04,0.26,0.42,0.28,0.141,0.515,0.172,0.172,NA,NA,NA,NA,0.08,0.39,0.41,0.12,0.112,0.429,0.378,0.081,0.03,0.34,0.47,0.16,0.11,0.57,0.29,0.03,NA,NA,NA,NA,0.06,0.29,0.48,0.17,0.069,0.287,0.446,0.198,0.06,0.31,0.51,0.12,0.09,0.36,0.46,0.09,NA,NA,NA,NA,NA,Woodleigh School,6,N,7,O,1,1,Contributing,State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
2332,Aokautere School,0.06,0.03,0.13,0.78,0.07,0.08,0.12,0.73,0.03,0,0.13,0.84,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.03,0.13,0.78,0,0.02,0.36,0.62,0,0,0.19,0.81,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.03,0.13,0.78,0,0.1,0.49,0.41,0,0.235,0.56,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aokautere School,10,Z,10,Z,0,0,Contributing,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,0
2333,Apiti School,0.1333,0.2,0.6,0.0667,0.1667,0.2222,0.5,0.1111,0.0833,0.1667,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,0.1333,0.2,0.6,0.0667,0.1667,0.2222,0.5,0.1111,0.0833,0.1667,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2667,0.6667,0.0666,0,0.2778,0.6111,0.1111,0,0.25,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apiti School,5,M,9,Q,4,4,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2334,Arahunga School,0.86,0.14,0,0,0.93,0.07,0,0,0.86,0.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.14,0,0,0.93,0.07,0,0,0.86,0.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.14,0,0,0.93,0.07,0,0,0.86,0.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arahunga School,2,F,5,M,3,7,Special School,State,Wanganui District,Manawatu-Wanganui Region,Wanganui,Whanganui,0
2337,Ashhurst School,0.0417,0.0778,0.3972,0.4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0499,0.2022,0.5235,0.2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0425,0.1983,0.5326,0.2266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashhurst School,7,O,7,O,0,0,Full Primary,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2338,Awahou School,0,0.117,0.517,0.366,0,0.167,0.467,0.366,0,0.067,0.567,0.366,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.55,0.35,0,0.172,0.483,0.345,0,0.032,0.613,0.355,NA,NA,NA,NA,NA,NA,NA,NA,0,0.267,0.533,0.2,0,0.3,0.433,0.267,0,0.234,0.633,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,Awahou School,9,Q,10,Z,1,1,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2342,Brunswick School,0.02,0.042,0.417,0.521,0.0715,0.0715,0.5,0.357,0,0.03,0.382,0.588,NA,NA,NA,NA,NA,NA,NA,NA,0.041,0.146,0.563,0.25,0.071,0.357,0.429,0.143,0.029,0.059,0.618,0.294,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.146,0.563,0.271,0,0.143,0.571,0.286,0.029,0.147,0.559,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brunswick School,8,P,7,O,-1,-1,Full Primary,State,Wanganui District,Manawatu-Wanganui Region,Wanganui,Whanganui,0
2343,Bulls School,0.07,0.09,0.53,0.31,0.07,0.15,0.43,0.35,0.025,0.1375,0.6125,0.225,0.02,0.15,0.68,0.15,NA,NA,NA,NA,0.19,0.37,0.37,0.07,0.19,0.45,0.27,0.09,0.09,0.39,0.43,0.09,0.2,0.43,0.26,0.11,NA,NA,NA,NA,0.02,0.2,0.55,0.23,0.01,0.28,0.49,0.22,0.0253,0.1772,0.519,0.2785,0.0217,0.2174,0.5435,0.2174,NA,NA,NA,NA,NA,Bulls School,5,M,6,N,1,1,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2348,Churton School,0.033,0.174,0.413,0.38,0.043,0.243,0.343,0.371,0.02,0.078,0.51,0.392,0.058,0.231,0.5,0.211,NA,NA,NA,NA,0,0.311,0.622,0.067,0,0.406,0.551,0.043,0,0.22,0.7,0.08,0,0.437,0.542,0.021,NA,NA,NA,NA,0.017,0.227,0.622,0.134,0.044,0.162,0.618,0.176,0,0.255,0.647,0.098,0.039,0.216,0.686,0.059,NA,NA,NA,NA,NA,Churton School,3,H,3,H,0,0,Contributing,State,Wanganui District,Manawatu-Wanganui Region,Wanganui,Whanganui,0
2349,Clifton School (Bulls),0.04,0.228,0.386,0.346,0.035,0.333,0.439,0.193,0.046,0.091,0.318,0.545,0.042,0.312,0.354,0.292,NA,NA,NA,NA,0.059,0.228,0.475,0.238,0.071,0.333,0.491,0.105,0.046,0.091,0.455,0.408,0.105,0.208,0.583,0.104,NA,NA,NA,NA,0.05,0.356,0.535,0.059,0.053,0.368,0.509,0.07,0.045,0.341,0.568,0.046,0.083,0.292,0.604,0.021,NA,NA,NA,NA,NA,Clifton School (Bulls),9,Q,6,N,-3,-3,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2350,Cloverlea School,0.0569,0.0948,0.4028,0.4455,0.0667,0.1429,0.4,0.3905,0.0472,0.0472,0.4057,0.5,0.0952,0.0952,0.4444,0.3651,NA,NA,NA,NA,0.0569,0.2701,0.564,0.109,0.0762,0.3524,0.5048,0.0667,0.0377,0.1887,0.6226,0.1509,0.0794,0.2063,0.6508,0.0635,NA,NA,NA,NA,0.0569,0.2322,0.5261,0.1848,0.0476,0.2762,0.4381,0.2381,0.066,0.1887,0.6132,0.1321,0.0794,0.2222,0.5714,0.127,NA,NA,NA,NA,NA,Cloverlea School,5,M,4,L,-1,-1,Contributing,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
